Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
72249031214,Partido Popular,Partido Popular,445651,1431
189318235003,PSOE,PSOE,309279,262
85475456459,Vodafone España,Vodafone España,148027,6
110744281664042,Sumar,Sumar,146673,652
57845333112,Save the Children España,Save the Children España,121190,284
133044800622,Greenpeace España,Greenpeace España,101730,300
78151799929,Amnistía Internacional España,Amnistía Internacional España,89218,589
20108693880,Oxfam Intermón,Oxfam Intermón,76417,155
100832799465790,Juan Lobato - PSOE Madrid,PSOE Madrid,74793,106
436925766384635,Fundació Cipriano García CCOO,Fundació Cipriano García CCOO,62211,313
178362315106,European Parliament,European Parliament,51218,198
467925280299505,Médicos Sin Fronteras España,Médicos Sin Fronteras España,43906,75
169915749735403,CEAR,CEAR,42707,78
439957149400799,PSC Barcelona,Partit dels Socialistes de Catalunya,37390,104
100160149099313,Justice Initiative,Justice Initiative,37190,15
122074554119,EU Social,EU Social,37188,13
573508279661673,Dani Pérez,PSOE Málaga,35795,63
57973661707,WWF España,WWF España,33636,132
2027572763988835,Más Madrid,Coalición electoral MÁS MADRID-VERDES EQUO,31440,156
189318235003,PSOE,Partido Socialista Obrero Español,30975,23
117096297953174,Trias per Barcelona,Trias per Barcelona,29523,38
194053080624605,Compromís,Compromís,25687,177
463627663844039,En Comú Podem,En Comú Podem,24665,587
1657481797839467,Rita Maestre,Más Madrid,23706,144
306840072990831,Socios Cruz Roja,Socios Cruz Roja,23215,37
94118672764,ACNUR Comite español,ACNUR Comite español,22093,47
110450198747205,Urna y toalla,Komons Collective SLL,20785,303
118067454874491,Orange,Orange,20759,5
2027572763988835,Más Madrid,MÁS MADRID,19656,23
191613196327,PSOE de Andalucía,PSOE de Andalucía,19629,11
1394202187555081,Patricia Hernández Gutiérrez,PSOE Santa Cruz de Tenerife,19342,184
150234575797,Esquerra Republicana de Catalunya,Esquerra Republicana de Catalunya,18329,62
569862406489444,Isabel Díaz Ayuso,Partido Popular,17938,499
11473659787,Educo,Educo,17711,168
251020021637315,Iberdrola,Iberdrola,17677,45
815597255122198,Osoigo,Osoigo,17566,710
136302299749630,Joan Ribó,Compromís,17308,32
94118672764,ACNUR Comite español,ACNUR,17217,32
261762710669900,Podemos Comunidad de Madrid,COALICIÓN ELECTORAL PODEMOS-IZQUIERDA UNIDA-ALIANZA VERDE,16805,40
374070875952519,Esquerra Barcelona,Esquerra Barcelona,16583,104
245741112112300,Ayuda En Acción,Ayuda En Acción,16322,61
276999106249,Asociación Española Contra el Cáncer,Asociación Española Contra el Cáncer,16094,161
213086312044776,Aldeas Infantiles SOS de España,Aldeas Infantiles SOS de España,15493,35
1499578240271320,Coalicion Canaria,Coalicion Canaria,15263,21
1524733157744668,Partido Popular de Moncada,PP provincia de Valencia,14870,35
247118052078814,Barcelona en Comú,Barcelona en Comú,14779,612
161916260510295,Òmnium Cultural,Òmnium Cultural,14703,108
187170858138979,PSOE Extremadura,PSOE Extremadura,14266,200
570770963015441,Podemos Aragón,COALICIÓN ELECTORAL PODEMOS ALIANZA VERDE,13343,40
271931812851156,PSOE Canarias,PSOE Canarias,12678,54
133715173966693,Barcelona Ets Tu,BARCELONA ETS TU,12244,26
171998672850722,REPSOL,REPSOL,12012,28
103804202650797,Nadiesinlomínimo,Nadiesinlomínimo,11654,7
821902454827883,Wave Of Change,Wave of Change,11393,7
1549407258706617,"Fundación ""la Caixa""","Fundación ""la Caixa""",11315,11
713474208684131,Podemos Euskadi,Podemos Euskadi,10765,158
