Page ID,Page name,Disclaimer,Amount spent (EUR),Number of ads in Library
72249031214,Partido Popular,Partido Popular,14263,162
189318235003,PSOE,PSOE,12879,95
110744281664042,Sumar,Sumar,3152,148
191613196327,PSOE de Andalucía,PSOE de Andalucía,1715,5
436925766384635,Fundació Cipriano García CCOO,Fundació Cipriano García CCOO,1578,31
133044800622,Greenpeace España,Greenpeace España,1524,39
78151799929,Amnistía Internacional España,Amnistía Internacional España,1472,153
57845333112,Save the Children España,Save the Children España,897,24
463627663844039,En Comú Podem,En Comú Podem,811,153
150234575797,Esquerra Republicana de Catalunya,Esquerra Republicana de Catalunya,805,8
20108693880,Oxfam Intermón,Oxfam Intermón,657,50
111401102720,MÁSMÓVIL,MÁSMÓVIL,619,5
467925280299505,Médicos Sin Fronteras España,Médicos Sin Fronteras España,596,13
382886965378,Populares Illes Balears,Partido Popular,574,25
114780085002861,Vota Si Quieres,Vota Si Quieres,538,39
1499578240271320,Coalicion Canaria,Coalicion Canaria,529,8
187629584594801,AnimaNaturalis España,AnimaNaturalis Internacional,522,3
178362315106,European Parliament,European Parliament,498,18
1519614064741308,Miriam Nogueras Camero,Junts,490,2
169915749735403,CEAR,CEAR,454,29
269212336568846,Podemos,PODEMOS,445,266
111993077931929,Adelante Andalucía,Adelante Andalucía,436,74
57973661707,WWF España,WWF España,433,63
110450198747205,Urna y toalla,Komons Collective SLL,399,68
112538350301638,Ministerio de Igualdad,Ministerio de Igualdad,386,6
194053080624605,Compromís,Compromís-Sumar,358,18
213650972480262,Cristina Valido,Coalición Canaria,314,3
131231529742,Fundación Anesvad,Fundación Anesvad,278,3
395011107895713,Nueva Canarias,Nueva Canarias,278,5
26830001203,EAJ-PNV,EAJ-PNV,265,10
531128753605705,PSOE Tenerife,PSOE Tenerife,237,6
429687251134247,María Fernández,Coalición Canaria,233,2
183202371808498,EH Bildu,EH Bildu,227,6
374070875952519,Esquerra Barcelona,Esquerra Barcelona,222,5
113760931412,Acción contra el Hambre España,Acción contra el Hambre España,203,7
1566161093633067,Santander Empresas,Santander España,198,2
213086312044776,Aldeas Infantiles SOS de España,Aldeas Infantiles SOS de España,197,12
815597255122198,Osoigo,Osoigo,196,84
280596328688823,Tenerife Violeta,Cabildo de Tenerife,194,2
